status,eligible_for_model_training,purpose,race_key,previous_confidence,historical_episode_status,proposed_episode_id,proposed_meeting_day_number,historical_derivation_confidence,prediction_time_feature_eligibility,prediction_time_evidence,future_schedule_used_for_identity,exception_type,resolution_status,reason_code,evidence_summary
provisional,false,policy_execution_validation,20230901_07_10,unresolved,left_censored_without_initial_day,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,structurally_left_censored,fixture_block_starts_after_meeting_day_1,Observed block begins with a later numbered day and contains no local 初日 anchor.
provisional,false,policy_execution_validation,20230901_07_11,unresolved,left_censored_without_initial_day,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,structurally_left_censored,fixture_block_starts_after_meeting_day_1,Observed block begins with a later numbered day and contains no local 初日 anchor.
provisional,false,policy_execution_validation,20230901_07_12,unresolved,left_censored_without_initial_day,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,structurally_left_censored,fixture_block_starts_after_meeting_day_1,Observed block begins with a later numbered day and contains no local 初日 anchor.
provisional,false,policy_execution_validation,20230901_08_01,unresolved,left_censored_without_initial_day,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,structurally_left_censored,fixture_block_starts_after_meeting_day_1,Observed block begins with a later numbered day and contains no local 初日 anchor.
provisional,false,policy_execution_validation,20230901_08_02,unresolved,left_censored_without_initial_day,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,structurally_left_censored,fixture_block_starts_after_meeting_day_1,Observed block begins with a later numbered day and contains no local 初日 anchor.
provisional,false,policy_execution_validation,20230901_08_03,unresolved,left_censored_without_initial_day,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,structurally_left_censored,fixture_block_starts_after_meeting_day_1,Observed block begins with a later numbered day and contains no local 初日 anchor.
provisional,false,policy_execution_validation,20230901_08_04,unresolved,left_censored_without_initial_day,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,structurally_left_censored,fixture_block_starts_after_meeting_day_1,Observed block begins with a later numbered day and contains no local 初日 anchor.
provisional,false,policy_execution_validation,20230901_08_05,unresolved,left_censored_without_initial_day,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,structurally_left_censored,fixture_block_starts_after_meeting_day_1,Observed block begins with a later numbered day and contains no local 初日 anchor.
provisional,false,policy_execution_validation,20230901_08_06,unresolved,left_censored_without_initial_day,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,structurally_left_censored,fixture_block_starts_after_meeting_day_1,Observed block begins with a later numbered day and contains no local 初日 anchor.
provisional,false,policy_execution_validation,20230901_08_07,unresolved,left_censored_without_initial_day,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,structurally_left_censored,fixture_block_starts_after_meeting_day_1,Observed block begins with a later numbered day and contains no local 初日 anchor.
provisional,false,policy_execution_validation,20230901_08_08,unresolved,left_censored_without_initial_day,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,structurally_left_censored,fixture_block_starts_after_meeting_day_1,Observed block begins with a later numbered day and contains no local 初日 anchor.
provisional,false,policy_execution_validation,20230901_08_09,unresolved,left_censored_without_initial_day,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,structurally_left_censored,fixture_block_starts_after_meeting_day_1,Observed block begins with a later numbered day and contains no local 初日 anchor.
provisional,false,policy_execution_validation,20230901_08_10,unresolved,left_censored_without_initial_day,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,structurally_left_censored,fixture_block_starts_after_meeting_day_1,Observed block begins with a later numbered day and contains no local 初日 anchor.
provisional,false,policy_execution_validation,20230901_08_11,unresolved,left_censored_without_initial_day,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,structurally_left_censored,fixture_block_starts_after_meeting_day_1,Observed block begins with a later numbered day and contains no local 初日 anchor.
provisional,false,policy_execution_validation,20230901_08_12,unresolved,left_censored_without_initial_day,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,structurally_left_censored,fixture_block_starts_after_meeting_day_1,Observed block begins with a later numbered day and contains no local 初日 anchor.
provisional,false,policy_execution_validation,20230901_10_01,unresolved,left_censored_without_initial_day,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,structurally_left_censored,fixture_block_starts_after_meeting_day_1,Observed block begins with a later numbered day and contains no local 初日 anchor.
provisional,false,policy_execution_validation,20230901_10_02,unresolved,left_censored_without_initial_day,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,structurally_left_censored,fixture_block_starts_after_meeting_day_1,Observed block begins with a later numbered day and contains no local 初日 anchor.
provisional,false,policy_execution_validation,20230901_10_03,unresolved,left_censored_without_initial_day,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,structurally_left_censored,fixture_block_starts_after_meeting_day_1,Observed block begins with a later numbered day and contains no local 初日 anchor.
provisional,false,policy_execution_validation,20230901_10_04,unresolved,left_censored_without_initial_day,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,structurally_left_censored,fixture_block_starts_after_meeting_day_1,Observed block begins with a later numbered day and contains no local 初日 anchor.
provisional,false,policy_execution_validation,20230901_10_05,unresolved,left_censored_without_initial_day,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,structurally_left_censored,fixture_block_starts_after_meeting_day_1,Observed block begins with a later numbered day and contains no local 初日 anchor.
provisional,false,policy_execution_validation,20230901_10_06,unresolved,left_censored_without_initial_day,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,structurally_left_censored,fixture_block_starts_after_meeting_day_1,Observed block begins with a later numbered day and contains no local 初日 anchor.
provisional,false,policy_execution_validation,20230901_10_07,unresolved,left_censored_without_initial_day,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,structurally_left_censored,fixture_block_starts_after_meeting_day_1,Observed block begins with a later numbered day and contains no local 初日 anchor.
provisional,false,policy_execution_validation,20230901_10_08,unresolved,left_censored_without_initial_day,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,structurally_left_censored,fixture_block_starts_after_meeting_day_1,Observed block begins with a later numbered day and contains no local 初日 anchor.
provisional,false,policy_execution_validation,20230901_10_09,unresolved,left_censored_without_initial_day,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,structurally_left_censored,fixture_block_starts_after_meeting_day_1,Observed block begins with a later numbered day and contains no local 初日 anchor.
provisional,false,policy_execution_validation,20230901_10_10,unresolved,left_censored_without_initial_day,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,structurally_left_censored,fixture_block_starts_after_meeting_day_1,Observed block begins with a later numbered day and contains no local 初日 anchor.
provisional,false,policy_execution_validation,20230901_10_11,unresolved,left_censored_without_initial_day,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,structurally_left_censored,fixture_block_starts_after_meeting_day_1,Observed block begins with a later numbered day and contains no local 初日 anchor.
provisional,false,policy_execution_validation,20230901_10_12,unresolved,left_censored_without_initial_day,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,structurally_left_censored,fixture_block_starts_after_meeting_day_1,Observed block begins with a later numbered day and contains no local 初日 anchor.
provisional,false,policy_execution_validation,20230901_13_01,unresolved,no_local_anchor,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,final_day_without_resolved_prior_anchor,remains_unresolved,no_local_initial_day_anchor,No local 初日 anchor can identify the episode start without external schedule evidence.
provisional,false,policy_execution_validation,20230901_13_02,unresolved,no_local_anchor,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,final_day_without_resolved_prior_anchor,remains_unresolved,no_local_initial_day_anchor,No local 初日 anchor can identify the episode start without external schedule evidence.
provisional,false,policy_execution_validation,20230901_13_03,unresolved,no_local_anchor,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,final_day_without_resolved_prior_anchor,remains_unresolved,no_local_initial_day_anchor,No local 初日 anchor can identify the episode start without external schedule evidence.
provisional,false,policy_execution_validation,20230901_13_04,unresolved,no_local_anchor,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,final_day_without_resolved_prior_anchor,remains_unresolved,no_local_initial_day_anchor,No local 初日 anchor can identify the episode start without external schedule evidence.
provisional,false,policy_execution_validation,20230901_13_05,unresolved,no_local_anchor,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,final_day_without_resolved_prior_anchor,remains_unresolved,no_local_initial_day_anchor,No local 初日 anchor can identify the episode start without external schedule evidence.
provisional,false,policy_execution_validation,20230901_13_06,unresolved,no_local_anchor,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,final_day_without_resolved_prior_anchor,remains_unresolved,no_local_initial_day_anchor,No local 初日 anchor can identify the episode start without external schedule evidence.
provisional,false,policy_execution_validation,20230901_13_07,unresolved,no_local_anchor,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,final_day_without_resolved_prior_anchor,remains_unresolved,no_local_initial_day_anchor,No local 初日 anchor can identify the episode start without external schedule evidence.
provisional,false,policy_execution_validation,20230901_13_08,unresolved,no_local_anchor,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,final_day_without_resolved_prior_anchor,remains_unresolved,no_local_initial_day_anchor,No local 初日 anchor can identify the episode start without external schedule evidence.
provisional,false,policy_execution_validation,20230901_13_09,unresolved,no_local_anchor,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,final_day_without_resolved_prior_anchor,remains_unresolved,no_local_initial_day_anchor,No local 初日 anchor can identify the episode start without external schedule evidence.
provisional,false,policy_execution_validation,20230901_13_10,unresolved,no_local_anchor,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,final_day_without_resolved_prior_anchor,remains_unresolved,no_local_initial_day_anchor,No local 初日 anchor can identify the episode start without external schedule evidence.
provisional,false,policy_execution_validation,20230901_13_11,unresolved,no_local_anchor,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,final_day_without_resolved_prior_anchor,remains_unresolved,no_local_initial_day_anchor,No local 初日 anchor can identify the episode start without external schedule evidence.
provisional,false,policy_execution_validation,20230901_13_12,unresolved,no_local_anchor,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,final_day_without_resolved_prior_anchor,remains_unresolved,no_local_initial_day_anchor,No local 初日 anchor can identify the episode start without external schedule evidence.
provisional,false,policy_execution_validation,20230901_18_01,unresolved,left_censored_without_initial_day,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,structurally_left_censored,fixture_block_starts_after_meeting_day_1,Observed block begins with a later numbered day and contains no local 初日 anchor.
provisional,false,policy_execution_validation,20230901_18_02,unresolved,left_censored_without_initial_day,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,structurally_left_censored,fixture_block_starts_after_meeting_day_1,Observed block begins with a later numbered day and contains no local 初日 anchor.
provisional,false,policy_execution_validation,20230901_18_03,unresolved,left_censored_without_initial_day,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,structurally_left_censored,fixture_block_starts_after_meeting_day_1,Observed block begins with a later numbered day and contains no local 初日 anchor.
provisional,false,policy_execution_validation,20230901_18_04,unresolved,left_censored_without_initial_day,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,structurally_left_censored,fixture_block_starts_after_meeting_day_1,Observed block begins with a later numbered day and contains no local 初日 anchor.
provisional,false,policy_execution_validation,20230901_18_05,unresolved,left_censored_without_initial_day,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,structurally_left_censored,fixture_block_starts_after_meeting_day_1,Observed block begins with a later numbered day and contains no local 初日 anchor.
provisional,false,policy_execution_validation,20230901_18_06,unresolved,left_censored_without_initial_day,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,structurally_left_censored,fixture_block_starts_after_meeting_day_1,Observed block begins with a later numbered day and contains no local 初日 anchor.
provisional,false,policy_execution_validation,20230901_18_07,unresolved,left_censored_without_initial_day,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,structurally_left_censored,fixture_block_starts_after_meeting_day_1,Observed block begins with a later numbered day and contains no local 初日 anchor.
provisional,false,policy_execution_validation,20230901_18_08,unresolved,left_censored_without_initial_day,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,structurally_left_censored,fixture_block_starts_after_meeting_day_1,Observed block begins with a later numbered day and contains no local 初日 anchor.
provisional,false,policy_execution_validation,20230901_18_09,unresolved,left_censored_without_initial_day,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,structurally_left_censored,fixture_block_starts_after_meeting_day_1,Observed block begins with a later numbered day and contains no local 初日 anchor.
provisional,false,policy_execution_validation,20230901_18_10,unresolved,left_censored_without_initial_day,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,structurally_left_censored,fixture_block_starts_after_meeting_day_1,Observed block begins with a later numbered day and contains no local 初日 anchor.
provisional,false,policy_execution_validation,20230901_18_11,unresolved,left_censored_without_initial_day,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,structurally_left_censored,fixture_block_starts_after_meeting_day_1,Observed block begins with a later numbered day and contains no local 初日 anchor.
provisional,false,policy_execution_validation,20230901_18_12,unresolved,left_censored_without_initial_day,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,structurally_left_censored,fixture_block_starts_after_meeting_day_1,Observed block begins with a later numbered day and contains no local 初日 anchor.
provisional,false,policy_execution_validation,20230901_19_01,unresolved,left_censored_without_initial_day,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,structurally_left_censored,fixture_block_starts_after_meeting_day_1,Observed block begins with a later numbered day and contains no local 初日 anchor.
provisional,false,policy_execution_validation,20230901_19_02,unresolved,left_censored_without_initial_day,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,structurally_left_censored,fixture_block_starts_after_meeting_day_1,Observed block begins with a later numbered day and contains no local 初日 anchor.
provisional,false,policy_execution_validation,20230901_19_03,unresolved,left_censored_without_initial_day,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,structurally_left_censored,fixture_block_starts_after_meeting_day_1,Observed block begins with a later numbered day and contains no local 初日 anchor.
provisional,false,policy_execution_validation,20230901_19_04,unresolved,left_censored_without_initial_day,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,structurally_left_censored,fixture_block_starts_after_meeting_day_1,Observed block begins with a later numbered day and contains no local 初日 anchor.
provisional,false,policy_execution_validation,20230901_19_05,unresolved,left_censored_without_initial_day,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,structurally_left_censored,fixture_block_starts_after_meeting_day_1,Observed block begins with a later numbered day and contains no local 初日 anchor.
provisional,false,policy_execution_validation,20230901_19_06,unresolved,left_censored_without_initial_day,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,structurally_left_censored,fixture_block_starts_after_meeting_day_1,Observed block begins with a later numbered day and contains no local 初日 anchor.
provisional,false,policy_execution_validation,20230901_19_07,unresolved,left_censored_without_initial_day,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,structurally_left_censored,fixture_block_starts_after_meeting_day_1,Observed block begins with a later numbered day and contains no local 初日 anchor.
provisional,false,policy_execution_validation,20230901_19_08,unresolved,left_censored_without_initial_day,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,structurally_left_censored,fixture_block_starts_after_meeting_day_1,Observed block begins with a later numbered day and contains no local 初日 anchor.
provisional,false,policy_execution_validation,20230901_19_09,unresolved,left_censored_without_initial_day,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,structurally_left_censored,fixture_block_starts_after_meeting_day_1,Observed block begins with a later numbered day and contains no local 初日 anchor.
provisional,false,policy_execution_validation,20230901_19_10,unresolved,left_censored_without_initial_day,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,structurally_left_censored,fixture_block_starts_after_meeting_day_1,Observed block begins with a later numbered day and contains no local 初日 anchor.
provisional,false,policy_execution_validation,20230901_19_11,unresolved,left_censored_without_initial_day,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,structurally_left_censored,fixture_block_starts_after_meeting_day_1,Observed block begins with a later numbered day and contains no local 初日 anchor.
provisional,false,policy_execution_validation,20230901_19_12,unresolved,left_censored_without_initial_day,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,structurally_left_censored,fixture_block_starts_after_meeting_day_1,Observed block begins with a later numbered day and contains no local 初日 anchor.
provisional,false,policy_execution_validation,20230901_20_01,unresolved,left_censored_without_initial_day,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,structurally_left_censored,fixture_block_starts_after_meeting_day_1,Observed block begins with a later numbered day and contains no local 初日 anchor.
provisional,false,policy_execution_validation,20230901_20_02,unresolved,left_censored_without_initial_day,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,structurally_left_censored,fixture_block_starts_after_meeting_day_1,Observed block begins with a later numbered day and contains no local 初日 anchor.
provisional,false,policy_execution_validation,20230901_20_03,unresolved,left_censored_without_initial_day,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,structurally_left_censored,fixture_block_starts_after_meeting_day_1,Observed block begins with a later numbered day and contains no local 初日 anchor.
