status,eligible_for_model_training,purpose,raw_subtitle,existing_stage,proposed_stage,proposal_action,review_status,mapping_version,reason,requires_human_confirmation
provisional,false,policy_execution_validation,ウインウイン5,unknown,unknown,retain_existing_mapping_no_taxonomy_write,remains_ambiguous,race_stage_taxonomy_v1,Local title/day-label/other-race context does not constitute an official stage definition; retain the existing unknown stage without a forced mapping.,true
provisional,false,policy_execution_validation,ウインウイン7,unknown,unknown,retain_existing_mapping_no_taxonomy_write,remains_ambiguous,race_stage_taxonomy_v1,Local title/day-label/other-race context does not constitute an official stage definition; retain the existing unknown stage without a forced mapping.,true
provisional,false,policy_execution_validation,ランチタイム戦,unknown,unknown,retain_existing_mapping_no_taxonomy_write,remains_ambiguous,race_stage_taxonomy_v1,Local title/day-label/other-race context does not constitute an official stage definition; retain the existing unknown stage without a forced mapping.,true
provisional,false,policy_execution_validation,ブレイクタイム,unknown,unknown,retain_existing_mapping_no_taxonomy_write,remains_ambiguous,race_stage_taxonomy_v1,Local title/day-label/other-race context does not constitute an official stage definition; retain the existing unknown stage without a forced mapping.,true
provisional,false,policy_execution_validation,シーモ戦,unknown,unknown,retain_existing_mapping_no_taxonomy_write,remains_ambiguous,race_stage_taxonomy_v1,Local title/day-label/other-race context does not constitute an official stage definition; retain the existing unknown stage without a forced mapping.,true
provisional,false,policy_execution_validation,とにかくなると,unknown,unknown,retain_existing_mapping_no_taxonomy_write,remains_ambiguous,race_stage_taxonomy_v1,Local title/day-label/other-race context does not constitute an official stage definition; retain the existing unknown stage without a forced mapping.,true
provisional,false,policy_execution_validation,とるならなると,unknown,unknown,retain_existing_mapping_no_taxonomy_write,remains_ambiguous,race_stage_taxonomy_v1,Local title/day-label/other-race context does not constitute an official stage definition; retain the existing unknown stage without a forced mapping.,true
provisional,false,policy_execution_validation,どきどきなると,unknown,unknown,retain_existing_mapping_no_taxonomy_write,remains_ambiguous,race_stage_taxonomy_v1,Local title/day-label/other-race context does not constitute an official stage definition; retain the existing unknown stage without a forced mapping.,true
provisional,false,policy_execution_validation,どーなるなると,unknown,unknown,retain_existing_mapping_no_taxonomy_write,remains_ambiguous,race_stage_taxonomy_v1,Local title/day-label/other-race context does not constitute an official stage definition; retain the existing unknown stage without a forced mapping.,true
provisional,false,policy_execution_validation,日替艇食戦,unknown,unknown,retain_existing_mapping_no_taxonomy_write,remains_ambiguous,race_stage_taxonomy_v1,Local title/day-label/other-race context does not constitute an official stage definition; retain the existing unknown stage without a forced mapping.,true
provisional,false,policy_execution_validation,朝得ガァ〜コ戦,unknown,unknown,retain_existing_mapping_no_taxonomy_write,remains_ambiguous,race_stage_taxonomy_v1,Local title/day-label/other-race context does not constitute an official stage definition; retain the existing unknown stage without a forced mapping.,true
provisional,false,policy_execution_validation,コジマだ4っ!,unknown,unknown,retain_existing_mapping_no_taxonomy_write,remains_ambiguous,race_stage_taxonomy_v1,Local title/day-label/other-race context does not constitute an official stage definition; retain the existing unknown stage without a forced mapping.,true
provisional,false,policy_execution_validation,カチ勝ち6,unknown,unknown,retain_existing_mapping_no_taxonomy_write,remains_ambiguous,race_stage_taxonomy_v1,Local title/day-label/other-race context does not constitute an official stage definition; retain the existing unknown stage without a forced mapping.,true
provisional,false,policy_execution_validation,昼得クラリス戦,unknown,unknown,retain_existing_mapping_no_taxonomy_write,remains_ambiguous,race_stage_taxonomy_v1,Local title/day-label/other-race context does not constitute an official stage definition; retain the existing unknown stage without a forced mapping.,true
provisional,false,policy_execution_validation,穴ガチ7,unknown,unknown,retain_existing_mapping_no_taxonomy_write,remains_ambiguous,race_stage_taxonomy_v1,Local title/day-label/other-race context does not constitute an official stage definition; retain the existing unknown stage without a forced mapping.,true
provisional,false,policy_execution_validation,東京ベイランチ,unknown,unknown,retain_existing_mapping_no_taxonomy_write,remains_ambiguous,race_stage_taxonomy_v1,Local title/day-label/other-race context does not constitute an official stage definition; retain the existing unknown stage without a forced mapping.,true
provisional,false,policy_execution_validation,ガチ勝゛ち8,unknown,unknown,retain_existing_mapping_no_taxonomy_write,remains_ambiguous,race_stage_taxonomy_v1,Local title/day-label/other-race context does not constitute an official stage definition; retain the existing unknown stage without a forced mapping.,true
provisional,false,policy_execution_validation,ベイブレイク,unknown,unknown,retain_existing_mapping_no_taxonomy_write,remains_ambiguous,race_stage_taxonomy_v1,Local title/day-label/other-race context does not constitute an official stage definition; retain the existing unknown stage without a forced mapping.,true
provisional,false,policy_execution_validation,昼トコ小判R,unknown,unknown,retain_existing_mapping_no_taxonomy_write,remains_ambiguous,race_stage_taxonomy_v1,Local title/day-label/other-race context does not constitute an official stage definition; retain the existing unknown stage without a forced mapping.,true
provisional,false,policy_execution_validation,朝トコ小判R,unknown,unknown,retain_existing_mapping_no_taxonomy_write,remains_ambiguous,race_stage_taxonomy_v1,Local title/day-label/other-race context does not constitute an official stage definition; retain the existing unknown stage without a forced mapping.,true
provisional,false,policy_execution_validation,ランチタイム,unknown,unknown,retain_existing_mapping_no_taxonomy_write,remains_ambiguous,race_stage_taxonomy_v1,Local title/day-label/other-race context does not constitute an official stage definition; retain the existing unknown stage without a forced mapping.,true
provisional,false,policy_execution_validation,ティータイム,unknown,unknown,retain_existing_mapping_no_taxonomy_write,remains_ambiguous,race_stage_taxonomy_v1,Local title/day-label/other-race context does not constitute an official stage definition; retain the existing unknown stage without a forced mapping.,true
provisional,false,policy_execution_validation,3ライズ戦,unknown,unknown,retain_existing_mapping_no_taxonomy_write,remains_ambiguous,race_stage_taxonomy_v1,Local title/day-label/other-race context does not constitute an official stage definition; retain the existing unknown stage without a forced mapping.,true
provisional,false,policy_execution_validation,モー2ング戦,unknown,unknown,retain_existing_mapping_no_taxonomy_write,remains_ambiguous,race_stage_taxonomy_v1,Local title/day-label/other-race context does not constitute an official stage definition; retain the existing unknown stage without a forced mapping.,true
provisional,false,policy_execution_validation,朝1戦,unknown,unknown,retain_existing_mapping_no_taxonomy_write,remains_ambiguous,race_stage_taxonomy_v1,Local title/day-label/other-race context does not constitute an official stage definition; retain the existing unknown stage without a forced mapping.,true
provisional,false,policy_execution_validation,,unknown,unknown,retain_existing_mapping_no_taxonomy_write,remains_ambiguous,race_stage_taxonomy_v1,Local title/day-label/other-race context does not constitute an official stage definition; retain the existing unknown stage without a forced mapping.,true
provisional,false,policy_execution_validation,おは4戦,unknown,unknown,retain_existing_mapping_no_taxonomy_write,remains_ambiguous,race_stage_taxonomy_v1,Local title/day-label/other-race context does not constitute an official stage definition; retain the existing unknown stage without a forced mapping.,true
provisional,false,policy_execution_validation,ふく〜る戦,unknown,unknown,retain_existing_mapping_no_taxonomy_write,remains_ambiguous,race_stage_taxonomy_v1,Local title/day-label/other-race context does not constitute an official stage definition; retain the existing unknown stage without a forced mapping.,true
provisional,false,policy_execution_validation,かけうどん6,unknown,unknown,retain_existing_mapping_no_taxonomy_write,remains_ambiguous,race_stage_taxonomy_v1,Local title/day-label/other-race context does not constitute an official stage definition; retain the existing unknown stage without a forced mapping.,true
provisional,false,policy_execution_validation,ざるうどん7,unknown,unknown,retain_existing_mapping_no_taxonomy_write,remains_ambiguous,race_stage_taxonomy_v1,Local title/day-label/other-race context does not constitute an official stage definition; retain the existing unknown stage without a forced mapping.,true
provisional,false,policy_execution_validation,8っぴータイム,unknown,unknown,retain_existing_mapping_no_taxonomy_write,remains_ambiguous,race_stage_taxonomy_v1,Local title/day-label/other-race context does not constitute an official stage definition; retain the existing unknown stage without a forced mapping.,true
provisional,false,policy_execution_validation,釜揚げ8,unknown,unknown,retain_existing_mapping_no_taxonomy_write,remains_ambiguous,race_stage_taxonomy_v1,Local title/day-label/other-race context does not constitute an official stage definition; retain the existing unknown stage without a forced mapping.,true
provisional,false,policy_execution_validation,ゴゴイチびわこ,unknown,unknown,retain_existing_mapping_no_taxonomy_write,remains_ambiguous,race_stage_taxonomy_v1,Local title/day-label/other-race context does not constitute an official stage definition; retain the existing unknown stage without a forced mapping.,true
provisional,false,policy_execution_validation,トワイライト8,unknown,unknown,retain_existing_mapping_no_taxonomy_write,remains_ambiguous,race_stage_taxonomy_v1,Local title/day-label/other-race context does not constitute an official stage definition; retain the existing unknown stage without a forced mapping.,true
