mapping_version,raw_subtitle,raw_value_is_null,normalized_stage,mapping_method,review_status,rule_id,race_count,first_observed_date,last_observed_date,venue_count,notes
race_stage_taxonomy_v1,,true,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,204,20240103,20260518,4,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,BB選抜,false,selection,automatic_rule_v1,auto_rule_unreviewed,AUTO_SELECTION,5,20240622,20260519,2,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,BB選抜戦,false,selection,automatic_rule_v1,auto_rule_unreviewed,AUTO_SELECTION,3,20240218,20260417,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,BSドリーム,false,dream,automatic_rule_v1,auto_rule_unreviewed,AUTO_DREAM,1,20231002,20231002,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,BTS名張特賞,false,special,automatic_rule_v1,auto_rule_unreviewed,AUTO_SPECIAL_PRIZE,4,20250804,20250807,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,BTS市原選抜,false,selection,automatic_rule_v1,auto_rule_unreviewed,AUTO_SELECTION,3,20231219,20251217,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,B面の神戸DR,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,3,20240516,20260515,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,DKドリーム戦,false,dream,automatic_rule_v1,auto_rule_unreviewed,AUTO_DREAM,2,20240715,20250922,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,DK特選,false,special,automatic_rule_v1,auto_rule_unreviewed,AUTO_SPECIAL_SELECTION,73,20230909,20260709,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,D・R賞,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,4,20240227,20260218,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,GP優勝戦,false,final,automatic_rule_v1,auto_rule_unreviewed,AUTO_FINAL,3,20231224,20251221,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,GRドリーム,false,dream,automatic_rule_v1,auto_rule_unreviewed,AUTO_DREAM,3,20231001,20251005,3,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,GW特選,false,special,automatic_rule_v1,auto_rule_unreviewed,AUTO_SPECIAL_SELECTION,16,20240426,20260503,2,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,G・R賞,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,3,20240229,20260219,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,IBARA選抜,false,selection,automatic_rule_v1,auto_rule_unreviewed,AUTO_SELECTION,3,20231201,20260223,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,JLCドリーム,false,dream,automatic_rule_v1,auto_rule_unreviewed,AUTO_DREAM,4,20240125,20251128,2,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,MD優勝戦,false,final,automatic_rule_v1,auto_rule_unreviewed,AUTO_FINAL,1,20260615,20260615,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,MD選抜戦,false,selection,automatic_rule_v1,auto_rule_unreviewed,AUTO_SELECTION,2,20260615,20260615,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,SBI選抜,false,selection,automatic_rule_v1,auto_rule_unreviewed,AUTO_SELECTION,3,20231210,20260510,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,SODADR戦,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,1,20251121,20251121,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,S戦ドリーム戦,false,dream,automatic_rule_v1,auto_rule_unreviewed,AUTO_DREAM,1,20251226,20251226,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,S戦一般戦,false,general,automatic_rule_v1,auto_rule_unreviewed,AUTO_GENERAL,14,20251230,20251231,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,S戦優勝戦,false,final,automatic_rule_v1,auto_rule_unreviewed,AUTO_FINAL,1,20251231,20251231,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,S戦準優勝戦,false,semifinal,automatic_rule_v1,auto_rule_unreviewed,AUTO_SEMIFINAL,3,20251230,20251230,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,S戦特別選抜戦,false,selection,automatic_rule_v1,auto_rule_unreviewed,AUTO_SELECTION,2,20251231,20251231,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,TWドリーム,false,dream,automatic_rule_v1,auto_rule_unreviewed,AUTO_DREAM,3,20231228,20260222,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,UHA坊や選抜,false,selection,automatic_rule_v1,auto_rule_unreviewed,AUTO_SELECTION,1,20251202,20251202,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,WAKE選抜,false,selection,automatic_rule_v1,auto_rule_unreviewed,AUTO_SELECTION,3,20240711,20260709,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,W準優戦前半,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,8,20240228,20260324,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,W準優戦後半,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,8,20240228,20260324,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,あしや特選,false,special,automatic_rule_v1,auto_rule_unreviewed,AUTO_SPECIAL_SELECTION,20,20231230,20260428,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,あまがさきDR,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,3,20231110,20260104,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,うめぼーDR,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,2,20250309,20260304,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,おは4戦,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,199,20250404,20260715,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,おは4戦一般,false,general,automatic_rule_v1,auto_rule_unreviewed,AUTO_GENERAL,101,20230904,20250330,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,おは4戦予選,false,qualifying,automatic_rule_v1,auto_rule_unreviewed,AUTO_QUALIFYING,128,20230901,20250328,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,おはパタ一般,false,general,automatic_rule_v1,auto_rule_unreviewed,AUTO_GENERAL,2,20230907,20230908,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,おはパタ予選,false,qualifying,automatic_rule_v1,auto_rule_unreviewed,AUTO_QUALIFYING,4,20230903,20230906,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,お正月特選,false,special,automatic_rule_v1,auto_rule_unreviewed,AUTO_SPECIAL_SELECTION,6,20231229,20251230,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,お盆特選,false,special,automatic_rule_v1,auto_rule_unreviewed,AUTO_SPECIAL_SELECTION,6,20250811,20250816,2,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,お盆選抜,false,selection,automatic_rule_v1,auto_rule_unreviewed,AUTO_SELECTION,6,20250810,20250813,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,かいじゅうDR,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,1,20240125,20240125,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,かけうどん6,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,180,20250712,20260714,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,からっキー特選,false,special,automatic_rule_v1,auto_rule_unreviewed,AUTO_SPECIAL_SELECTION,35,20230906,20260715,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,からっキー選抜,false,selection,automatic_rule_v1,auto_rule_unreviewed,AUTO_SELECTION,97,20250405,20260713,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,くらしき選抜,false,selection,automatic_rule_v1,auto_rule_unreviewed,AUTO_SELECTION,26,20231229,20260505,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,こじま選抜,false,selection,automatic_rule_v1,auto_rule_unreviewed,AUTO_SELECTION,9,20240117,20260611,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,これしか9じゃ,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,45,20250228,20260713,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,こんパタ一般,false,general,automatic_rule_v1,auto_rule_unreviewed,AUTO_GENERAL,2,20230907,20230908,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,こんパタ予選,false,qualifying,automatic_rule_v1,auto_rule_unreviewed,AUTO_QUALIFYING,4,20230903,20230906,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,さだちゃんDR,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,1,20260708,20260708,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,さん太選抜,false,selection,automatic_rule_v1,auto_rule_unreviewed,AUTO_SELECTION,2,20240721,20250718,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ざるうどん7,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,180,20250712,20260714,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,しじみ選抜,false,selection,automatic_rule_v1,auto_rule_unreviewed,AUTO_SELECTION,2,20240808,20250824,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,すぎちゃんDR,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,2,20260303,20260707,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,すなっち特賞,false,special,automatic_rule_v1,auto_rule_unreviewed,AUTO_SPECIAL_PRIZE,58,20230901,20241220,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,すなっち特選,false,special,automatic_rule_v1,auto_rule_unreviewed,AUTO_SPECIAL_SELECTION,120,20230903,20260718,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,すなっち選抜戦,false,selection,automatic_rule_v1,auto_rule_unreviewed,AUTO_SELECTION,1,20250727,20250727,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,せんい児島選抜,false,selection,automatic_rule_v1,auto_rule_unreviewed,AUTO_SELECTION,3,20231102,20260327,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,それっちゃ選抜,false,selection,automatic_rule_v1,auto_rule_unreviewed,AUTO_SELECTION,61,20240606,20260709,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,つるやパンDR,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,3,20231024,20251014,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,とこなめ選抜戦,false,selection,automatic_rule_v1,auto_rule_unreviewed,AUTO_SELECTION,1,20250518,20250518,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,とにかくなると,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,327,20230903,20260713,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,とるならなると,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,327,20230903,20260713,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,どきどきなると,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,327,20230903,20260713,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,どーなるなると,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,327,20230903,20260713,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ななじゅうDR,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,1,20240126,20240126,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,なにわドリーム,false,dream,automatic_rule_v1,auto_rule_unreviewed,AUTO_DREAM,1,20250815,20250815,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,なるちゃん特賞,false,special,automatic_rule_v1,auto_rule_unreviewed,AUTO_SPECIAL_PRIZE,55,20231221,20260510,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,なるちゃん特選,false,special,automatic_rule_v1,auto_rule_unreviewed,AUTO_SPECIAL_SELECTION,74,20230907,20260713,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,なるちゃん選抜,false,selection,automatic_rule_v1,auto_rule_unreviewed,AUTO_SELECTION,1,20260628,20260628,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,にげさしDR,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,1,20230903,20230903,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,のんた選抜,false,selection,automatic_rule_v1,auto_rule_unreviewed,AUTO_SELECTION,61,20240606,20260709,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ばんえいDR,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,1,20241116,20241116,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,びわこドリーム,false,dream,automatic_rule_v1,auto_rule_unreviewed,AUTO_DREAM,3,20250917,20260520,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ふく〜る戦,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,193,20230904,20260713,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ふく〜る特賞,false,special,automatic_rule_v1,auto_rule_unreviewed,AUTO_SPECIAL_PRIZE,218,20230901,20260711,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ぶるたんDR,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,4,20240305,20260609,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ほぼ女子一般,false,general,automatic_rule_v1,auto_rule_unreviewed,AUTO_GENERAL,17,20240802,20240803,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ほぼ女子予選,false,qualifying,automatic_rule_v1,auto_rule_unreviewed,AUTO_QUALIFYING,32,20240729,20240801,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,まつりだone,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,64,20230905,20240126,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,まるがめ特賞,false,special,automatic_rule_v1,auto_rule_unreviewed,AUTO_SPECIAL_PRIZE,200,20230925,20260712,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,まるがめ選抜,false,selection,automatic_rule_v1,auto_rule_unreviewed,AUTO_SELECTION,6,20260415,20260714,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,まるがめ選抜戦,false,selection,automatic_rule_v1,auto_rule_unreviewed,AUTO_SELECTION,2,20250601,20260510,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,みくにあさイチ,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,403,20230901,20260718,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,みくにあさガチ,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,403,20230901,20260718,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,みくにあさズバ,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,403,20230901,20260718,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,みくにあさ推し,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,403,20230901,20260718,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,やまだ屋DR,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,3,20231107,20260203,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,やまだ屋特選,false,special,automatic_rule_v1,auto_rule_unreviewed,AUTO_SPECIAL_SELECTION,11,20231027,20260206,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,やわたろうDR,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,2,20240521,20250518,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,やわたろう特選,false,special,automatic_rule_v1,auto_rule_unreviewed,AUTO_SPECIAL_SELECTION,2,20240526,20250523,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,やわたろう選抜,false,selection,automatic_rule_v1,auto_rule_unreviewed,AUTO_SELECTION,6,20240522,20250521,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,アクアドリーム,false,dream,automatic_rule_v1,auto_rule_unreviewed,AUTO_DREAM,2,20251017,20260625,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,アサヒドリーム,false,dream,automatic_rule_v1,auto_rule_unreviewed,AUTO_DREAM,2,20240710,20250721,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,アシ夢D,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,1,20231110,20231110,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,アシ夢ドリーム,false,dream,automatic_rule_v1,auto_rule_unreviewed,AUTO_DREAM,6,20231207,20260516,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,アシ夢特選,false,special,automatic_rule_v1,auto_rule_unreviewed,AUTO_SPECIAL_SELECTION,71,20230911,20260706,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,アシ夢選抜戦,false,selection,automatic_rule_v1,auto_rule_unreviewed,AUTO_SELECTION,5,20231211,20260520,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ウインウイン5,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,403,20230901,20260718,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ウインウイン7,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,403,20230901,20260718,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ウインクDR,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,3,20240531,20251113,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ウインク選抜,false,selection,automatic_rule_v1,auto_rule_unreviewed,AUTO_SELECTION,9,20231028,20260618,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ウインビーDR,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,3,20240530,20251112,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ウインビー選抜,false,selection,automatic_rule_v1,auto_rule_unreviewed,AUTO_SELECTION,18,20231029,20260501,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ウェイキーD戦,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,2,20231015,20241031,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ウチまる特賞,false,special,automatic_rule_v1,auto_rule_unreviewed,AUTO_SPECIAL_PRIZE,234,20230925,20260402,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ウチまる選抜,false,selection,automatic_rule_v1,auto_rule_unreviewed,AUTO_SELECTION,68,20230930,20260404,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,エイトビート,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,481,20230901,20260718,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,エイトビート☆,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,6,20251220,20251225,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,オーサカ特選,false,special,automatic_rule_v1,auto_rule_unreviewed,AUTO_SPECIAL_SELECTION,3,20240503,20260504,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,カタメン1一般,false,general,automatic_rule_v1,auto_rule_unreviewed,AUTO_GENERAL,124,20240224,20260715,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,カタメン1予選,false,qualifying,automatic_rule_v1,auto_rule_unreviewed,AUTO_QUALIFYING,244,20240220,20260713,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,カタメン3一般,false,general,automatic_rule_v1,auto_rule_unreviewed,AUTO_GENERAL,124,20240224,20260715,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
